DB_INSTANCE_NAME;OWNER;TABLE_NAME;TAB_COMMENTS;NUM_ROWS;DUPLICATED;COLUMN_ID;COLUMN_NAME;DATA_TYPE;DATA_LENGTH;NULLABLE;DATA_SCALE;AVG_COL_LEN;NUM_DISTINCT;NUM_NULLS;DEFAULT_ON_NULL;COL_COMMENTS;CONSTRAINTS
exaprod;COPAF;CNAE_DECRETO_PARCELAMENTO;Relação dos CNAEs associados ao Decreto de Parcelamento;2;N;2;COD_CAE;NUMBER;22;N;0;6;1;0;NO;CNAE associado ao Decreto de Parcelamento;FK_CAE_R_CNAE_DECRETO (FOREIGN KEY: ENABLED)- PK_CNAE_DECRETO_PARCELAMENTO (PRIMARY KEY: ENABLED)- SYS_C001525954 (C: ENABLED)
exaprod;COPAF;CNAE_DECRETO_PARCELAMENTO;Relação dos CNAEs associados ao Decreto de Parcelamento;2;N;1;SEQ_DECRETO_PARCELAMENTO;NUMBER;22;N;0;3;2;0;NO;Sequencial identificador do Decreto de Parcelamento;FK_DECRETO_R_CNAE_DECRETO (FOREIGN KEY: ENABLED)- PK_CNAE_DECRETO_PARCELAMENTO (PRIMARY KEY: ENABLED)- SYS_C001525953 (C: ENABLED)
exaprod;COPAF;DEBITO_DECRETO;;;N;4;DAT_FIM;DATE;7;Y;;;;;NO;; (: )
exaprod;COPAF;DEBITO_DECRETO;;;N;5;DAT_INICIO;DATE;7;Y;;;;;NO;; (: )
exaprod;COPAF;DEBITO_DECRETO;;;N;2;SEQ_DEBITO;NUMBER;22;N;0;;;;NO;;FK_DEBITO_R_DEBITO_DEC (FOREIGN KEY: ENABLED)- SYS_C001563775 (C: ENABLED)- SYS_C001563776 (PRIMARY KEY: ENABLED)- UK_DEBITO_DECRETO_1 (UNIQUE: ENABLED)
exaprod;COPAF;DEBITO_DECRETO;;;N;3;SEQ_DEBITO_DECRETO;NUMBER;22;N;0;;;;NO;;SYS_C001563875 (C: ENABLED)
exaprod;COPAF;DEBITO_DECRETO;;;N;1;SEQ_DECRETO;NUMBER;22;N;0;;;;NO;;FK_DECRETO_R_DEBITO_DEC (FOREIGN KEY: ENABLED)- SYS_C001563774 (C: ENABLED)- SYS_C001563776 (PRIMARY KEY: ENABLED)
exaprod;COPAF;DEBITO_DECRETO;;;N;6;SEQ_DECRETO_PARCELAMENTO;NUMBER;22;N;0;;;;NO;;SYS_C001563876 (C: ENABLED)- UK_DEBITO_DECRETO_1 (UNIQUE: ENABLED)
exaprod;COPAF;DEBITO_DECRETO;;;N;7;SEQ_USUARIO;NUMBER;22;Y;0;;;;NO;; (: )
exaprod;COPAF;DEBITO_DECRETO_PARCELAMENTO;;788;N;2;DAT_FIM;DATE;7;Y;;8;1;0;NO;; (: )
