DB_INSTANCE_NAME;OWNER;TABLE_NAME;TAB_COMMENTS;NUM_ROWS;DUPLICATED;COLUMN_ID;COLUMN_NAME;DATA_TYPE;DATA_LENGTH;NULLABLE;DATA_SCALE;AVG_COL_LEN;NUM_DISTINCT;NUM_NULLS;DEFAULT_ON_NULL;COL_COMMENTS;CONSTRAINTS
exaprod;SETA;AGENCIA;;0;N;5;NOM_AGENCIA;VARCHAR2;20;N;;0;0;0;NO;;SYS_C00152908 (C: ENABLED)
exaprod;SETA;AGENCIA;;0;N;3;NUM_AGENCIA;NUMBER;22;N;0;0;0;0;NO;;SYS_C00152906 (C: ENABLED)
exaprod;SETA;AGENCIA;;0;N;6;NUM_BANCO;NUMBER;22;N;0;0;0;0;NO;;SYS_C00152909 (C: ENABLED)
exaprod;SETA;AGENCIA;;0;N;4;NUM_DIGITO;VARCHAR2;2;N;;0;0;0;NO;;SYS_C00152907 (C: ENABLED)
exaprod;SETA;AGENCIA;;0;N;1;SEQ_AGENCIA;NUMBER;22;N;0;0;0;0;NO;Sequêncial da Agência;PK_AGENCIA (PRIMARY KEY: ENABLED)- SYS_C00152904 (C: ENABLED)
exaprod;SETA;AGENCIA;;0;N;2;SEQ_BANCO;NUMBER;22;N;0;0;0;0;NO;SEQUENCIAL DA TABELA BANCO;AGENCIA_BANCO_FK (FOREIGN KEY: ENABLED)- SYS_C00152905 (C: ENABLED)
exaprod;SETA;BAIRRO;;32081;N;2;NOM_BAIRRO;VARCHAR2;80;N;;17;19308;0;NO;Nome oficial do Bairro conforme ECT.;SYS_C00152912 (C: ENABLED)
exaprod;SETA;BAIRRO;;32081;N;1;SEQ_BAIRRO;NUMBER;22;N;0;5;32081;0;NO;Sequencial do Bairro;BAIRRO_PK (PRIMARY KEY: ENABLED)- SYS_C00152911 (C: ENABLED)
exaprod;SETA;BANCO;Tabela de bancos conforme site da FEBRABAN;172;N;2;NOM_BANCO;VARCHAR2;60;N;;26;172;0;NO;Nome do banco;SYS_C00152915 (C: ENABLED)
exaprod;SETA;BANCO;Tabela de bancos conforme site da FEBRABAN;172;N;1;NUM_BANCO;NUMBER;22;N;0;4;157;0;NO;Número do banco (Código utilizado para a compensação de valores pelos bancos);SYS_C00152914 (C: ENABLED)
exaprod;SETA;BANCO;Tabela de bancos conforme site da FEBRABAN;172;N;3;SEQ_BANCO;NUMBER;22;N;0;4;172;0;NO;SEQUENCIAL DA ENTIDADE BANCO;BANCO_PK (PRIMARY KEY: ENABLED)- SYS_C00152916 (C: ENABLED)
exaprod;SETA;BANCO;Tabela de bancos conforme site da FEBRABAN;172;N;4;STA_BANCO;NUMBER;22;Y;0;3;2;0;NO;"Status do Banco
0 - Inativo
1 - Ativo"; (: )
exaprod;SETA;CAE;;3724;N;1;COD_CAE;NUMBER;22;N;0;6;3724;0;NO;;CAE_PK (PRIMARY KEY: ENABLED)- SYS_C00152918 (C: ENABLED)
exaprod;SETA;CAE;;3724;N;3;COD_CNAE;NUMBER;22;Y;0;3;2;0;NO;; (: )
exaprod;SETA;CAE;;3724;N;8;COD_SEGMENTO_ECONOMICO;NUMBER;22;Y;0;3;14;1031;NO;Codigo identificador do Segmento Economico; (: )
exaprod;SETA;CAE;;3724;N;15;COD_SITUACAO_ANCORA;NUMBER;22;Y;0;2;3;2363;NO;Indica se o Contribuinte associado ao CNAE pode ser Âncora; (: )
exaprod;SETA;CAE;;3724;N;9;COD_SITUACAO_CAE;NUMBER;22;Y;0;2;2;2363;NO;Situação do CNAE; (: )
exaprod;SETA;CAE;;3724;N;14;COD_USUARIO_ATUALIZACAO_CAE;VARCHAR2;8;Y;;4;3;2363;NO;Código do usuário responsável pela atualização dos dados do CNAE; (: )
exaprod;SETA;CAE;;3724;N;11;COD_USUARIO_SITUACAO_CAE;VARCHAR2;8;Y;;4;5;2363;NO;Código do usuário responsável pela atualização da situação do CNAE; (: )
exaprod;SETA;CAE;;3724;N;13;DAT_ATUALIZACAO_CAE;DATE;7;Y;;4;3;2466;NO;Data da atualização dos dados do CNAE; (: )
exaprod;SETA;CAE;;3724;N;10;DAT_SITUACAO_CAE;DATE;7;Y;;4;5;2363;NO;Data da situação do CNAE; (: )
exaprod;SETA;CAE;;3724;N;2;DSC_CAE;VARCHAR2;60;N;;49;3537;0;NO;;SYS_C00152919 (C: ENABLED)
